Output File,Cost J,Overshoot,Settling Time (s),Steady-State Error
kp13.0_kd11.0_ki5.6.csv,6.761865263400001,-0.0008470000000000422,2.6,0.0008470000000000422
kp13.0_kd9.0_ki6.0.csv,6.7691796665999995,-0.001878999999999964,2.6,0.001878999999999964
kp9.0_kd9.0_ki5.2.csv,6.812320999999999,0.0009999999999998899,2.61,0.000220000000000109
kp9.0_kd11.0_ki5.2.csv,6.917407140000002,0.02116999999999991,2.62,0.0018100000000000893
kp15.0_kd13.0_ki5.6.csv,6.918465657599999,-0.0007759999999999989,2.63,0.0007759999999999989
kp15.0_kd15.0_ki5.6.csv,6.98353569,0.006869999999999932,2.64,0.0019199999999999218
kp13.0_kd15.0_ki5.6.csv,7.059955360000001,0.022440000000000015,2.64,0.0040000000000000036
kp11.0_kd15.0_ki5.6.csv,7.236252009999999,0.04550999999999994,2.64,0.0048799999999999955
kp11.0_kd11.0_ki5.2.csv,7.290760040000001,0.0015199999999999658,2.7,0.00045999999999990493
kp11.0_kd13.0_ki5.2.csv,7.451280000000002,0.01760000000000006,2.72,0.0029600000000000737
kp9.0_kd13.0_ki5.2.csv,7.56363609,0.043279999999999985,2.71,0.003589999999999982
kp7.0_kd9.0_ki4.8.csv,7.586315999999999,0.014599999999999946,2.75,0.0009999999999998899
kp13.0_kd13.0_ki5.2.csv,7.78501501,0.0012600000000000389,2.79,0.0005500000000000504
kp11.0_kd7.0_ki6.0.csv,7.7911271136,-0.0016439999999999788,2.79,0.0016439999999999788
kp13.0_kd15.0_ki5.2.csv,8.006052489999997,0.014070000000000027,2.82,0.0036799999999999056
kp15.0_kd11.0_ki5.6.csv,8.0391685344,-0.0034119999999999706,2.83,0.0034119999999999706
kp11.0_kd15.0_ki5.2.csv,8.052621539999997,0.035230000000000095,2.8,0.0059499999999999
kp15.0_kd15.0_ki5.2.csv,8.06672914,0.0011699999999998933,2.84,0.0006299999999999084
kp7.0_kd11.0_ki4.8.csv,8.077095490000001,0.04106999999999994,2.81,0.0022200000000001108
kp9.0_kd11.0_ki4.8.csv,8.145504560000001,0.011660000000000004,2.85,0.0019400000000000528
kp5.0_kd5.0_ki4.8.csv,8.3522664234,-0.0002529999999999477,2.89,0.0002529999999999477
kp7.0_kd5.0_ki5.6.csv,8.353023561599999,-0.0005960000000000409,2.89,0.0005960000000000409
kp5.0_kd7.0_ki4.4.csv,8.359505689999999,0.008369999999999989,2.89,0.00039999999999995595
kp13.0_kd11.0_ki5.2.csv,8.365250802599999,-0.0022489999999999455,2.89,0.0022489999999999455
kp15.0_kd13.0_ki5.2.csv,8.3680137576,-0.0024739999999999762,2.89,0.0024739999999999762
kp7.0_kd7.0_ki4.8.csv,8.41037544,-0.00038000000000004697,2.9,0.00038000000000004697
kp9.0_kd13.0_ki4.8.csv,8.569955689999997,0.03187999999999991,2.9,0.00482999999999989
kp9.0_kd9.0_ki4.8.csv,8.585568327400003,-0.0005070000000000352,2.93,0.0005070000000000352
kp5.0_kd9.0_ki4.4.csv,8.636961160000002,0.04096000000000011,2.91,0.000660000000000105
kp11.0_kd9.0_ki5.2.csv,8.6535169434,-0.0019529999999999825,2.94,0.0019529999999999825
kp11.0_kd13.0_ki4.8.csv,8.66716381,0.008909999999999973,2.94,0.0024999999999999467
kp11.0_kd11.0_ki4.8.csv,8.941451586600001,-0.0007209999999999717,2.99,0.0007209999999999717
kp13.0_kd9.0_ki5.6.csv,8.9658985,-0.003149999999999986,2.99,0.003149999999999986
kp9.0_kd7.0_ki5.2.csv,9.0060228584,-0.0015220000000000233,3.0,0.0015220000000000233
kp11.0_kd15.0_ki4.8.csv,9.101658560000004,0.024839999999999973,2.99,0.006320000000000103
